,處理的字串,label,predict
58,我要聽搖滾音樂,play_category,play_category
59,我要聽盧廣仲的歌,play_artist,play_artist play_album
60,我要聽童安格的歌,play_artist,play_artist
61,往後餘生,play_song play_album,play_song play_album
62,播放一曲相思,play_song play_album,play_song play_album
63,獨家記憶,play_song play_album,play_song
64,我要聽林俊傑的歌,play_artist play_song play_album,play_artist play_song play_album
65,古雞古雞康康,play_artist play_song,play_artist play_song
66,播高軒的沒有你,play_song,play_artist_song
67,我要聽王力宏的歌,play_artist play_album,play_artist play_album
68,我要聽熱門歌曲,play_trending,play_trending
69,我要聽林俊傑的歌,play_artist play_song play_album,play_artist play_song play_album
70,我要聽熱門歌曲,play_trending,play_trending
71,我要聽茄子蛋的歌,play_artist play_song,play_artist play_song
72,我要聽搖滾音樂,play_category,play_category
73,沙漠駱駝,play_song play_album,play_song play_album
74,播放一曲相思,play_song play_album,play_song play_album
75,我要聽防彈少年團的歌,play_artist play_song,play_artist play_song play_album
76,故事,play_general_audiobook,play_general_audiobook
77,我想聽tfboys的歌,play_artist,play_artist play_song
78,我要聽防彈少年團的歌,play_artist play_song,play_artist play_song play_album
79,愛我你就抱抱我,play_song play_album,play_song play_album
80,涼涼,play_song play_album,play_song play_album
81,我要聽林俊傑的歌,play_artist play_song play_album,play_artist play_song play_album
82,我要聽林俊傑的歌,play_artist play_song play_album,play_artist play_song play_album
83,我要聽古典音樂,play_category,play_category
84,我要聽孫露的歌,play_artist,play_artist
85,往後餘生,play_song play_album,play_song play_album
86,我要聽鄧麗君的歌,play_artist play_album,play_artist play_song play_album
87,我要聽童話故事,play_album play_audiobook_category,play_album play_audiobook_category
88,我要聽蔡依林的歌,play_artist play_album,play_artist play_album
89,我要聽日文歌,play_language,play_language
90,我要聽黃乙玲的歌,play_artist,play_artist
91,我想聽she的十七,play_artist play_artist_song play_artist_album,
92,播放歌曲,play_general_music,play_general_music
93,我要聽宇多田的歌,play_song,play_artist play_song
94,我要聽周杰倫的歌,play_artist play_song play_album,play_artist play_song play_album
95,愛我你就抱抱我,play_song play_album,play_song play_album
96,我要聽相聲,play_audiobook_category,play_audiobook_category
97,學貓叫,play_song play_album,play_song play_album
98,往後餘生,play_song play_album,play_song play_album
99,康康,play_artist,play_artist
100,我要聽爵士音樂,play_category,play_category
101,我要聽音樂,play_general_music,play_general_music
102,我要聽買榜,play_song play_playlist,play_song play_playlist
103,我要聽快樂天堂,play_song play_album,play_song play_album
104,我要聽天生歌姬,play_song play_album,play_song play_album
105,我要聽留不住的故事,play_song,play_song
106,陳淑樺的歌,play_artist,play_artist
107,我要聽吳卓源的歌,play_artist,play_artist
108,播放一曲相思,play_song play_album,play_song play_album
109,蘇永康,play_artist,play_artist
110,我要聽田馥甄的歌,play_artist play_song play_album,play_artist play_song play_album
111,播放一曲相思,play_song play_album,play_song play_album
112,播放音樂,play_general_music,play_general_music
113,播放小紅帽的兒童故事,play_audiobook play_audiobook_category,play_audiobook_category
114,學貓叫,play_song play_album,play_song play_album
115,播放一曲相思,play_song play_album,play_song play_album
116,我要聽王力宏的歌,play_artist play_album,play_artist play_album
117,我要聽留不住的故事,play_song,play_song
118,放抒情歌,play_song play_theme,play_theme
119,唱一首小蘋果,play_song play_album,play_song play_album
120,我要聽林俊傑的歌,play_artist play_song play_album,play_artist play_song play_album
121,我要聽周杰倫的歌,play_artist play_song play_album,play_artist play_song play_album
122,沙漠駱駝,play_song play_album,play_song play_album
123,我要聽故事,play_general_audiobook,play_general_audiobook
124,我要聽華語新歌,play_new_song play_language_new_song,play_new_song play_language_new_song
125,游鴻明,play_artist play_album,play_artist play_album
126,我要聽台語歌,play_language,play_language
127,我要聽蕭敬騰的歌,play_artist play_album,play_artist play_album
128,我要聽動力火車的歌,play_artist play_song play_album,play_artist play_song play_album
129,我要聽新歌,play_new_song,play_new_song play_language_new_song
130,我要聽新歌,play_new_song,play_new_song play_language_new_song
131,兩隻老虎,play_song,play_song
132,生僻字,play_song play_album,play_song play_album
133,Celine Dion,play_artist play_album,play_artist play_song play_album
134,我要聽吳卓源的歌,play_artist,play_artist
135,愛我你就抱抱我,play_song play_album,play_song play_album
136,我要聽于文文的歌,play_artist,play_artist
137,我要聽英文版綠野仙蹤,play_song play_audiobook,play_song play_audiobook
138,播放一曲相思,play_song play_album,play_song play_album
139,放抒情歌,play_song play_theme,play_theme
140,兩隻老虎,play_song,play_song
141,兩隻老虎,play_song,play_song
142,我要聽周杰倫聽見下雨的聲音,play_artist play_album play_artist_song,play_artist play_song play_album
143,播放一曲相思,play_song play_album,play_song play_album
144,周傳雄,play_artist,play_artist
145,播放蕭敬騰的王妃,play_artist_song play_artist_album,play_artist play_album
146,兩隻老虎,play_song,play_song
147,我要聽熱門歌曲,play_trending,play_trending
148,我要聽睡眠音樂,play_artist play_song play_album play_theme,play_theme
149,我要聽費玉清的歌,play_artist play_album,play_artist play_album
150,播放起風了,play_song play_album,play_song play_album
151,我要聽光年之外,play_song play_album,play_song play_album
152,我要聽吳卓源的歌,play_artist,play_artist
153,我要聽光年之外,play_song play_album,play_song play_album
154,我要聽買榜,play_song play_playlist,play_song play_playlist
155,播放音樂,play_general_music,play_general_music
156,我要聽歪批三國,play_song,play_song
157,我要聽鬼故事,play_song play_album play_audiobook_category,play_song play_album play_audiobook_category
158,我想聽甜蜜蜜,play_song,play_song play_album
159,我要聽歪批三國,play_song,play_song
160,唱一首小蘋果,play_song play_album,play_song play_album
161,我要聽紅蜻蜓,play_song play_album,play_song play_album
162,我要聽小野麗莎的歌,play_artist,play_artist
163,播放一曲相思,play_song play_album,play_song play_album
164,播放八度空間,play_song play_album,play_song play_album
165,唱一首小蘋果,play_song play_album,play_song play_album
166,我要聽123我愛你,play_song play_album,play_song play_album
167,我要聽爵士音樂,play_category,play_category
168,愛我你就抱抱我,play_song play_album,play_song play_album
169,我要聽粵語歌,play_language,play_language
170,播放一曲相思,play_song play_album,play_song play_album
171,我要聽華語新歌,play_new_song play_language_new_song,play_new_song play_language_new_song
172,我要聽王力宏的歌,play_artist play_album,play_artist play_album
173,學貓叫,play_song play_album,play_song play_album
174,我要聽于文文的歌,play_artist,play_artist
175,我要聽劉德華的歌,play_artist play_song play_album,play_artist play_song play_album
176,播放一曲相思,play_song play_album,play_song play_album
177,我要聽心靈音樂,play_category,play_category
178,我要聽于文文的歌,play_artist,play_artist
179,播放一曲相思,play_song play_album,play_song play_album
180,畢書盡,play_artist,play_artist
181,故事,play_general_audiobook,play_general_audiobook
182,我要聽留不住的故事,play_song,play_song
183,我要聽林俊傑的歌,play_artist play_song play_album,play_artist play_song play_album
184,我要聽楊丞琳的歌,play_artist play_album,play_artist play_album
185,學貓叫,play_song play_album,play_song play_album
186,播放韓語歌,play_language,play_language
187,幫我剝采育的笑,play_song,play_artist play_song
188,播放熱門歌曲,play_trending,play_trending
189,我要聽童話故事,play_album play_audiobook_category,play_album play_audiobook_category
190,張碧晨,play_artist,play_artist
191,我要聽粵語歌,play_language,play_language
192,播放一曲相思,play_song play_album,play_song play_album
193,我要聽街角的祝福,play_song,play_song
194,魏龍豪相聲,play_audiobook_category,play_artist
195,我要聽鄉村音樂排行榜,play_chart play_category_chart,play_chart
196,我要聽新歌,play_new_song,play_new_song play_language_new_song
197,我想聽新歌,play_new_song,play_new_song play_language_new_song
198,我要聽光年之外,play_song play_album,play_song play_album
199,我要聽華語音樂,play_language,play_language
200,我要聽華語新歌,play_new_song play_language_new_song,play_new_song play_language_new_song
201,我要聽華語新歌,play_new_song play_language_new_song,play_new_song play_language_new_song
202,我要聽周杰倫的歌,play_artist play_song play_album,play_artist play_song play_album
203,我要聽台語歌,play_language,play_language
204,我要聽熱門歌曲,play_trending,play_trending
205,我要聽田馥甄的歌,play_artist play_song play_album,play_artist play_song play_album
206,我要聽周杰倫的歌,play_artist play_song play_album,play_artist play_song play_album
207,我想聽天地無霜,play_song play_album,play_song play_album
208,我要聽王力宏的歌,play_artist play_album,play_artist play_album
209,播放一曲相思,play_song play_album,play_song play_album
210,播放音樂,play_general_music,play_general_music
211,播放寶貝寶貝,play_song play_album,play_song play_album
212,學貓叫,play_song play_album,play_song play_album
213,我要聽張韶涵的歌,play_artist play_album,play_artist play_album
214,我要聽林俊傑的歌,play_artist play_song play_album,play_artist play_song play_album
215,兩隻老虎,play_song,play_song
216,我要聽愛情的模樣,play_song,play_song
217,我要聽搖滾,play_category,
218,我要聽兒歌,play_artist play_song,play_artist play_song
219,我要聽李榮浩的歌,play_artist play_album,play_artist play_album
220,播放起風了,play_song play_album,play_song play_album
221,我要聽劉德華的歌,play_artist play_song play_album,play_artist play_song play_album
222,播放悲傷如雨,play_song play_theme,play_song
223,我要聽月琴,play_song,play_song
224,我要聽買榜,play_song,play_song play_playlist
225,葉倩文的哭砂,play_artist play_album play_artist_song,play_artist play_album play_artist_song
226,學貓叫,play_song play_album,play_song play_album
227,我要聽周興哲的歌,play_artist,play_artist
228,我要聽薛之謙的歌,play_artist play_album,play_artist play_album
229,聽廣播,play_song,
230,我要聽買榜,play_song play_playlist,play_song play_playlist
231,我要聽橄欖樹,play_song,play_song
232,我要聽齊天大聖再鬧天宮,play_song play_audiobook,play_song
233,我要聽走到飛,play_song play_album,play_song play_album
234,唱一首小蘋果,play_song play_album,play_song play_album
235,Beat it,play_song,play_song
236,心經,play_song,play_song
237,我要聽相聲,play_audiobook_category,play_audiobook_category
238,我要聽光年之外,play_song play_album,play_song play_album
239,播放起風了,play_song play_album,play_song play_album
240,我想聽戀人未滿,play_song,play_song
241,播放,play_playlist,
242,我要聽吳卓源的歌,play_artist,play_artist
243,我要聽許茹芸的歌,play_artist,play_artist
244,我要聽入陣曲,play_song,play_song
245,播放小紅帽的兒童故事,play_audiobook play_audiobook_category,play_audiobook_category
246,我要聽床邊故事,play_song play_audiobook_category,play_song play_audiobook_category
247,我要聽童話故事,play_album play_audiobook_category,play_album play_audiobook_category
248,我要聽熱門歌曲,play_trending,play_trending
249,我要聽相聲,play_audiobook_category,play_audiobook_category
250,我要聽對面的女孩看過來,play_song,play_song
251,我要聽走到飛,play_song play_album,play_song play_album
252,我要聽孫悟空觸犯天條,play_song play_audiobook,play_song
253,我要聽童話故事,play_album play_audiobook_category,play_album play_audiobook_category
254,華語流行音樂,play_trending play_language_trending,play_trending
255,播放韓語歌,play_language,play_language
256,唱一首小蘋果,play_song play_album,play_song play_album
257,我要聽周興哲的歌,play_artist,play_artist
258,我要聽陳綺貞的歌,play_artist play_song play_album,play_artist play_song play_album
259,我要聽留不住的故事,play_song,play_song
260,我要聽搖滾音樂,play_category,play_category
261,我要聽月琴,play_song,play_song
262,我要聽米津玄師,play_artist,play_artist
263,我要聽古典音樂,play_category,play_category
264,我要聽陳綺貞的歌,play_artist play_song play_album,play_artist play_song play_album
265,播放一曲相思,play_song play_album,play_song play_album
266,我要聽林俊傑的歌,play_artist play_song play_album,play_artist play_song play_album
267,我要聽鄧紫棋的歌,play_artist,play_artist
268,我要聽相聲,play_audiobook_category,play_audiobook_category
269,播放起風了,play_song play_album,play_song play_album
270,兩隻老虎,play_song,play_song
271,我要聽失戀排行榜,play_chart,play_chart
272,沙漠駱駝,play_song play_album,play_song play_album
273,我要聽光年之外,play_song play_album,play_song play_album
274,兩隻老虎,play_song,play_song
275,播放一曲相思,play_song play_album,play_song play_album
276,我要聽費玉清的歌,play_artist play_album,play_artist play_album
277,播放范曉萱健康歌,play_artist play_artist_song,play_artist
278,唱一首小蘋果,play_song play_album,play_song play_album
279,幫我放韋禮安的還是會,play_artist play_artist_song,play_artist play_artist_song
280,我要聽兒歌,play_artist play_song,play_artist play_song
281,播放爵士音樂,play_category,play_category
282,播放輕音樂,play_category,play_category
283,我要聽音樂,play_general_music,play_general_music
284,播放一曲相思,play_song play_album,play_song play_album
285,播放一曲相思,play_song play_album,play_song play_album
286,我要聽相聲,play_audiobook_category,play_audiobook_category
287,我要聽新歌,play_new_song,play_new_song play_language_new_song
288,播放一曲相思,play_song play_album,play_song play_album
289,我要聽于文文的歌,play_artist,play_artist
290,我要聽故事,play_general_audiobook,play_general_audiobook
291,我要聽鬼故事,play_song play_album play_audiobook_category,play_song play_album play_audiobook_category
292,我要聽相聲,play_audiobook_category,play_audiobook_category
293,我要聽阿拉丁電影原聲帶a whole new world,play_song play_album,play_song play_album
294,沙漠駱駝,play_song play_album,play_song play_album
295,我要聽春天的歌曲,play_song,play_song play_theme
296,我要聽相聲,play_audiobook_category,play_audiobook_category
297,我要聽情歌精選,play_song play_album,play_song play_album
298,沙漠駱駝,play_song play_album,play_song play_album
299,我要聽春天的歌曲,play_song,play_song play_theme
300,唱一首小蘋果,play_song play_album,play_song play_album
301,西洋音樂,play_language,play_language
302,我要聽日文歌,play_language,play_language
303,我要聽獨立音樂,play_category,play_category
304,我要聽感到憤怒的歌曲,play_song play_theme,play_theme
305,我要聽日文歌,play_language,play_language
306,我要聽晴天,play_song play_album,play_song play_album
307,我要聽伍佰的歌,play_artist play_album,play_artist play_album
308,我要聽街角的祝福,play_song,play_song
309,我要聽李榮浩的歌,play_artist play_album,play_artist play_album
310,無代的歌,,play_song
311,我要聽張韶涵的歌,play_artist play_album,play_artist play_album
312,高勝美,play_artist,play_artist
313,我要聽爵士音樂,play_category,play_category
314,我要聽華語新歌,play_new_song play_language_new_song,play_new_song play_language_new_song
315,播放芭比的触电,play_song play_album,play_artist play_album play_artist_song
316,我要聽孫悟空觸犯天條,play_song play_audiobook,play_song
317,我要聽于文文的歌,play_artist play_playlist,play_artist
318,播放起風了,play_song play_album,play_song play_album
319,我要聽日文歌,play_language,play_language
320,我要聽童話故事,play_album play_audiobook_category,play_album play_audiobook_category
321,我要聽葉啟田的歌,play_artist play_album,play_artist play_album
322,陳淑樺的歌,play_artist,play_artist
323,我要聽華語新歌,play_new_song play_language_new_song,play_new_song play_language_new_song
324,我要聽買榜,play_song play_playlist,play_song play_playlist
325,我要聽華語新歌,play_new_song play_language_new_song,play_new_song play_language_new_song
326,播放一曲相思,play_song play_album,play_song play_album
327,今天的歌,play_song,play_song
328,我要聽買榜,play_song play_playlist,play_song play_playlist
329,我要聽于文文的歌,play_artist,play_artist
330,西洋音樂,play_language,play_language
331,我要聽日文歌,play_language,play_language
332,下雨天適合聽的歌曲,play_theme,play_theme
333,我要聽搖滾音樂,play_category,play_category
334,我要聽米津玄師,play_artist,play_artist
335,我要聽費玉清的歌,play_artist play_album,play_artist play_album
336,愛我你就抱抱我,play_song play_album,play_song play_album
337,學貓叫,play_song play_album,play_song play_album
338,我要聽華語音樂排行榜,play_chart play_language_chart,play_chart
339,我要聽快樂的音樂,play_song,
340,生僻字,play_song play_album,play_song play_album
341,我要聽周杰倫的歌,play_artist play_song play_album,play_artist play_song play_album
342,英文音樂,play_language,play_language
343,我要聽戴愛玲的空港,play_artist play_album play_artist_song,play_artist play_album
344,我要聽搖滾音樂,play_category,play_category
345,我要聽台語歌,play_language,play_language
346,我要聽小蘋果,play_song play_album,play_song
347,我要聽玖壹壹的歌,play_artist play_song,play_artist play_song
348,我要聽紅蜻蜓,play_song play_album,play_song play_album
349,我要聽茄子蛋的歌,play_artist play_song,play_artist play_song
350,涼涼,play_song play_album,play_song play_album
351,播放一曲相思,play_song play_album,play_song play_album
352,我要聽排行榜,play_chart,play_chart
353,我要聽排行榜,play_chart,play_chart
354,播放蔡依林二零一八專輯,play_artist play_album,play_artist play_album
355,我想聽周杰倫的歌,play_artist play_song play_album,play_artist play_song play_album
356,我要聽西洋排行榜,play_chart play_language_chart,play_chart
357,GABRIEL費爾,play_song,play_artist play_song
358,我要聽周杰倫的歌,play_artist play_song play_album,play_artist play_song play_album
359,我要聽獨立音樂,play_category,play_category
360,我想聽輕音樂不要,play_artist play_song,play_category
361,我要聽新歌,play_new_song,play_new_song play_language_new_song
362,我要聽于文文的歌,play_artist play_playlist,play_artist
363,往後餘生,play_song play_album,play_song play_album
364,我要聽徐佳瑩的歌,play_artist,play_artist
365,長篇小說,play_song play_album play_audiobook_category,play_album
366,我要聽浪漫的音樂,play_song play_theme,play_theme play_category
367,我要聽林俊傑的歌,play_artist play_song play_album,play_artist play_song play_album
368,我要聽陳奕迅的歌,play_artist play_album,play_artist play_album
369,我要聽熱門歌曲,play_trending,play_trending
370,我要聽鬼故事,play_song play_album play_audiobook_category,play_song play_album play_audiobook_category
371,播放音樂,play_general_music,play_general_music
372,我想聽快樂情境的歌,play_theme,
373,我要聽相聲,play_audiobook_category,play_audiobook_category
374,我要聽走到飛,play_song play_album,play_song play_album
375,我想要聽周杰倫,play_artist play_song play_album,play_artist play_song play_album
376,我要聽 ONE OK ROCK,play_artist play_song,play_artist play_song
377,我要聽陳綺貞的歌,play_artist play_song play_album,play_artist play_song play_album
378,我要聽留不住的故事,play_song,play_song
379,我要聽嘻哈音樂,play_category,play_category
380,播放起風了,play_song play_album,play_song play_album
381,下雨天適合聽的歌曲,play_theme,play_theme
382,來首愛情的騙子我問你,play_song,play_song
383,涼涼,play_song play_album,play_song play_album
384,我要聽獨立音樂,play_category,play_category
385,我要聽光年之外,play_song play_album,play_song play_album
386,學貓叫,play_song play_album,play_song play_album
387,我要聽買榜,play_song play_playlist,play_song play_playlist
388,我要聽 Misia 的歌,play_artist play_song play_album,play_artist play_song play_album
389,我要聽許茹芸的歌,play_artist,play_artist
390,我要聽買榜,play_song play_playlist,play_song play_playlist
391,我要聽鳳飛飛的歌,play_artist play_song play_album,play_artist play_song play_album
392,我要聽鳳飛飛的歌,play_artist play_song play_album,play_artist play_song play_album
393,我要聽熱門歌曲,play_trending,play_trending
394,我要聽八度空間,play_song play_album,play_song play_album
395,愛江山更愛美人,play_song,play_song play_album
396,我要聽吳卓源的歌,play_artist,play_artist
397,我想聽蔡依林,play_artist play_album,play_artist play_album
398,我想聽無言的歌,play_song,play_song
399,我要聽華語音樂,play_language,play_language
400,馬友友,play_artist,play_artist
401,我要聽華語新歌,play_new_song play_language_new_song,play_new_song play_language_new_song
402,我要聽張韶涵的歌,play_artist play_album,play_artist play_album
403,播放一曲相思,play_song play_album,play_song play_album
404,我要聽華語新歌,play_new_song play_language_new_song,play_new_song play_language_new_song
405,我要聽陳奕迅的歌,play_artist play_album,play_artist play_album
406,我要聽西遊記,play_song play_album play_audiobook,play_song play_album play_audiobook
407,學貓叫,play_song play_album,play_song play_album
408,我要聽煙花易冷,play_song,play_song
409,沒有沒有叫你同事小豹沒事,play_song,play_song play_album
410,我要聽田馥甄的歌,play_artist play_song play_album,play_artist play_song play_album
411,我要聽留不住的故事,play_song,play_song
412,萬芳,play_artist play_album,play_artist
413,我要聽五月天的歌,play_artist play_song play_album,play_artist play_song play_album
414,我要聽江蕙的歌,play_artist,play_artist
415,我要這首歌播放,play_playlist,
416,我要聽西遊記,play_song play_album play_audiobook,play_song play_album play_audiobook
417,我要聽你的愛像月光,play_song play_album,play_song play_album
418,我要聽新歌,play_new_song,play_new_song play_language_new_song
419,我要聽嘻哈音樂,play_category,play_category
420,我要聽陳蕾媽媽的皺紋,play_song,play_artist
421,播放一曲相思,play_song play_album,play_song play_album
422,我要聽蔡琴的歌,play_artist play_album,play_artist play_album
423,我要聽吳卓源的歌,play_artist,play_artist
424,我要聽搖滾音樂,play_category,play_category
425,蘇芮,play_artist play_album,play_artist play_album
426,我要聽鳳飛飛的歌,play_artist play_song play_album,play_artist play_song play_album
427,我要聽華語音樂,play_language,play_language
428,我要聽鬼故事,play_song play_album play_audiobook_category,play_song play_album play_audiobook_category
429,我要聽林俊傑的歌,play_artist play_song play_album,play_artist play_song play_album
430,我要聽古典音樂,play_category,play_category
431,幫我播潘越雲的歌,play_artist play_song,play_artist
432,游鴻明,play_artist play_album,play_artist play_album
433,播放韓語歌,play_language,play_language
434,我要聽紅蜻蜓,play_song play_album,play_song play_album
435,我要聽孫燕姿的歌,play_artist play_album,play_artist play_album
436,播放芭比的觸電,play_artist play_album play_artist_song,play_artist play_album play_artist_song
437,我要聽日文歌,play_language,play_language
438,我要聽快樂頌,play_song,play_song
439,播放一曲相思,play_song play_album,play_song play_album
440,我要聽鄧紫棋的歌,play_artist,play_artist
441,凉凉,play_song play_album,play_song play_album
442,我要聽情歌精選,play_song play_album,play_song play_album
443,我要聽陳綺貞的歌,play_artist play_song play_album,play_artist play_song play_album
444,郭德綱的節目,play_playlist,
445,我要聽周杰倫的歌,play_artist play_song play_album,play_artist play_song play_album
446,我要聽買榜,play_song play_playlist,play_song play_playlist
447,郭德綱的節目,play_playlist,
448,我要聽林俊傑的歌,play_artist play_song play_album,play_artist play_song play_album
449,蔡依林安德瑞c,play_artist play_album,play_artist play_album
450,我要聽橄欖樹,play_song,play_song
451,往後餘生,play_song play_album,play_song play_album
452,我要聽鳳飛飛的歌,play_artist play_song play_album,play_artist play_song play_album
453,我要聽搖滾音樂,play_category,play_category
454,我要聽床邊故事,play_song play_audiobook_category,play_song play_audiobook_category
455,蕭亞軒,play_artist play_album,play_artist play_album
456,往後餘生,play_song play_album,play_song play_album
457,我要聽相聲,play_audiobook_category,play_audiobook_category
458,播放一曲相思,play_song play_album,play_song play_album
459,我要聽動力火車的歌,play_artist play_song play_album,play_artist play_song play_album
460,蔡幸娟,play_artist play_album,play_artist play_album
461,我要聽睡眠音樂,play_artist play_song play_album play_theme,play_theme
462,生僻字,play_song play_album,play_song play_album
463,我要聽我們一起學貓叫的歌,play_song play_album,play_artist play_song play_album
464,我要聽搖滾音樂,play_category,play_category
465,唱一首小蘋果,play_song play_album,play_song play_album
466,我要聽英文版綠野仙蹤,play_song play_audiobook,play_song play_audiobook
467,我要聽買榜,play_song play_playlist,play_song play_playlist
468,我要聽孫悟空觸犯天條,play_song play_audiobook,play_song
469,我要聽there's nothing holdin' me back,play_artist play_song play_album,play_song play_album
470,我要聽兒歌,play_artist play_song,play_artist play_song
471,我要聽你喜歡我的歌嗎,play_song play_album,play_song play_album
472,taylor swift,play_artist play_song play_album,play_song play_album
473,往後餘生,play_song play_album,play_song play_album
474,我要聽光年之外,play_song play_album,play_song play_album
475,我要聽宇多田光的歌,play_artist play_song,play_artist play_song play_album
476,我要聽準備中,play_song play_album,play_song play_album
477,我要聽江蕙的歌,play_artist,play_artist
478,幫我放韋禮安的還是會,play_artist play_artist_song,play_artist play_artist_song
479,我要聽林宥嘉的歌,play_artist,play_artist
480,幫我播放沙發音樂,play_artist play_song play_album,play_song
481,我想聽古典音樂,play_category,play_category
482,我要聽華語新歌,play_new_song play_language_new_song,play_new_song play_language_new_song
483,播放起風了,play_song play_album,play_song play_album
484,我要聽感到憤怒的歌曲,play_song play_theme,play_theme
485,我要聽吳卓源的歌,play_artist,play_artist
486,涼涼,play_song play_album,play_song play_album
487,我要聽台語排行榜,play_chart play_language_chart,play_chart
488,我要聽陳綺貞的歌,play_artist play_song play_album,play_artist play_song play_album
489,我,,
490,唱一首小蘋果,play_song play_album,play_song play_album
491,我要聽陳綺貞的歌,play_artist play_song play_album,play_artist play_song play_album
492,凉凉,play_song play_album,play_song play_album
493,唱一首小蘋果,play_song play_album,play_song play_album
494,滅火器,play_artist,play_song
495,我要聽五月天的歌,play_artist play_song play_album,play_artist play_song play_album
496,我要聽古典音樂,play_category,play_category
497,綠色,play_song play_album,play_song play_album
498,來首愛情的騙子我問你,play_song,play_song
499,我要聽日文歌,play_language,play_language
500,我要聽爵士音樂,play_category,play_category
501,我要聽音樂,play_general_music,play_general_music
502,我要聽蕭敬騰的歌,play_artist play_album,play_artist play_album
503,生僻字,play_song play_album,play_song play_album
504,我要聽張信哲的歌,play_artist,play_artist
505,播新聞姐姐說故事長發公主,play_song play_category,play_song
506,播放一曲相思,play_song play_album,play_song play_album
507,我要聽周杰倫的歌,play_artist play_song play_album,play_artist play_song play_album
508,我要聽王妃,play_artist play_song play_album,play_song
509,我要聽劉德華的歌,play_artist play_song play_album,play_artist play_song play_album
510,我要聽光年之外,play_song play_album,play_song play_album
511,我要聽輕音樂,play_artist play_song,play_category
512,我要聽莫文蔚的歌,play_artist,play_artist
513,我要聽煙花易冷,play_song,play_song
514,播放韓語歌,play_language,play_language
515,我要聽華語新歌,play_new_song play_language_new_song,play_new_song play_language_new_song
516,我要聽相聲選粹,play_album play_audiobook,play_album play_audiobook
517,我要聽米津玄師,play_artist,play_artist
518,我要聽嘻哈音樂,play_category,play_category
519,我要聽嘻哈音樂,play_category,play_category
520,兩隻老虎,play_song,play_song
521,我要聽米津玄師,play_artist,play_artist
522,我要聽蔡琴的歌,play_artist play_album,play_artist play_album
523,學貓叫,play_song play_album,play_song play_album
524,我要聽伍佰的歌,play_artist play_album,play_artist play_album
525,我要聽光年之外,play_song play_album,play_song play_album
526,我要聽陳綺貞的歌,play_artist play_song play_album,play_artist play_song play_album
527,我要聽台語歌,play_language,play_language
528,李翊君的歌,play_artist play_album,play_artist
529,我要聽新歌,play_new_song,play_new_song play_language_new_song
530,我要聽古典音樂,play_category,play_category
531,我要聽林俊傑的歌,play_artist play_song play_album,play_artist play_song play_album
